Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP07,OUT049,3462.168368
FDT56,OUT049,1326.504035
FDA08,OUT049,2935.858151
FDD33,OUT049,3954.660807
FDL08,OUT049,4148.261144
FDC57,OUT049,3421.12315
FDU32,OUT049,2258.097503
FDO56,OUT049,2209.312175
FDF08,OUT049,1803.572631
FDL44,OUT049,2913.90053
FDX43,OUT049,2967.301702
FDG20,OUT049,3133.787428
FDD20,OUT049,2290.6423
FDD45,OUT049,1807.541055
FDY43,OUT049,2969.689187
FDM56,OUT049,2080.043743
FDZ55,OUT049,2838.390845
FDD56,OUT049,3105.246088
FDB32,OUT049,1845.916176
FDC32,OUT049,1835.995059
FDW55,OUT049,4264.177528
FDO44,OUT049,2116.859923
FDC20,OUT049,1207.67415
FDQ08,OUT049,1358.920729
FDU56,OUT049,3242.194375
FDO31,OUT049,1655.775379
FDN08,OUT049,2198.873395
FDC21,OUT049,2116.88288
FDA43,OUT049,3425.998805
FDY32,OUT049,2865.416879
FDC56,OUT049,2246.56356
FDG56,OUT049,1336.751872
FDH32,OUT049,1903.319376
FDA55,OUT049,3904.430305
FDC33,OUT049,3461.064116
FDJ32,OUT049,1327.723296
FDZ32,OUT049,2049.190269
FDE56,OUT049,1366.335366
FDW32,OUT049,1726.815899
FDO08,OUT049,2979.290158
FDQ20,OUT049,963.4463993
FDE32,OUT049,957.6662029
FDW31,OUT049,3472.303775
FDX55,OUT049,3773.945236
FDB44,OUT049,3637.138922
FDQ44,OUT049,2246.219318
FDL56,OUT049,1719.445899
FDE44,OUT049,1129.870527
FDR55,OUT049,3320.503458
FDI20,OUT049,3641.803512
FDX31,OUT049,4059.952284
FDC48,OUT049,1655.754784
FDA36,OUT049,3212.845571
FDM24,OUT049,2739.17723
FDD48,OUT049,2146.69743
FDZ36,OUT049,3255.757698
FDX24,OUT049,1810.575282
FDS60,OUT049,3198.946134
FDC60,OUT049,1739.632325
FDA48,OUT049,3822.279016
FDW60,OUT049,3128.943449
FDR60,OUT049,1559.050575
FDS48,OUT049,2691.676153
FDS12,OUT049,2311.910942
FDU48,OUT049,2408.546059
FDQ12,OUT049,3931.960482
FDQ60,OUT049,2254.503078
FDV12,OUT049,1954.307996
FDQ24,OUT049,4265.567611
FDN60,OUT049,2812.504964
FDX48,OUT049,2790.659386
FDR36,OUT049,1054.510572
FDX12,OUT049,4183.507723
FDN24,OUT049,1194.759757
FDR12,OUT049,3082.643107
FDU60,OUT049,3033.706482
FDT36,OUT049,886.5207088
FDR24,OUT049,1790.259939
FDI24,OUT049,3124.882909
FDA11,OUT049,1837.196827
FDY12,OUT049,1207.851553
FDE24,OUT049,2553.02719
FDX23,OUT049,1853.05871
FDT60,OUT049,2319.655654
FDI36,OUT049,3471.588034
FDX60,OUT049,1628.448587
FDO48,OUT049,3860.40965
FDN48,OUT049,1784.441825
FDP36,OUT049,1164.090741
FDA47,OUT049,2934.49666
FDQ48,OUT049,1935.775133
FDT12,OUT049,3861.344884
FDL12,OUT049,1348.321082
FDF12,OUT049,2635.660586
FDM12,OUT049,3323.364211
FDY60,OUT049,2622.313403
FDV36,OUT049,2331.744656
FDK36,OUT049,1121.014746
FDO60,OUT049,1072.40838
FDB36,OUT049,2390.395754
FDN12,OUT049,2079.131852
FDJ48,OUT049,4224.242633
FDY48,OUT049,1957.417301
FDK24,OUT049,1069.139277
NCH29,OUT049,1893.373814
NCT29,OUT049,2265.008538
NCB06,OUT049,2846.174514
NCW17,OUT049,2398.460467
NCU53,OUT049,2905.742067
NCN41,OUT049,2291.910632
NCP41,OUT049,2075.05418
NCQ29,OUT049,4392.025643
NCX53,OUT049,2587.913185
NCU29,OUT049,2654.116333
NCZ41,OUT049,2353.806647
NCR17,OUT049,2190.879183
NCM29,OUT049,2388.75811
NCA17,OUT049,2719.754786
NCX05,OUT049,2165.0739
NCT05,OUT049,4345.270278
NCT17,OUT049,3290.198541
NCZ29,OUT049,2355.40742
NCM17,OUT049,1045.181872
NCL17,OUT049,2585.260519
NCT53,OUT049,2887.993471
NCX17,OUT049,4040.630407
NCZ17,OUT049,986.4751456
NCQ17,OUT049,2819.371026
NCR29,OUT049,1238.230044
NCP29,OUT049,1372.377231
NCN53,OUT049,934.9898513
NCN17,OUT049,1937.051397
NCO41,OUT049,1885.935641
NCQ41,OUT049,3437.75831
NCZ05,OUT049,1977.720465
NCY29,OUT049,1266.663449
NCV53,OUT049,4076.096817
NCI17,OUT049,1863.825663
NCV05,OUT049,2739.808752
NCY53,OUT049,2139.629073
NCJ17,OUT049,1703.133069
NCB42,OUT049,2165.623997
NCK05,OUT049,1363.5702
NCP53,OUT049,4088.33082
NCT41,OUT049,2742.944369
NCR05,OUT049,3440.658473
NCL53,OUT049,3099.712391
FDU11,OUT049,2250.523614
FDP23,OUT049,3734.261588
FDU35,OUT049,1899.442582
FDQ47,OUT049,945.27639
FDS35,OUT049,1374.744303
FDX35,OUT049,3921.863663
FDS59,OUT049,2099.017003
FDV23,OUT049,2313.307437
FDP59,OUT049,2046.766365
FDQ11,OUT049,4347.026401
FDT11,OUT049,3270.981039
FDQ23,OUT049,1922.392359
FDO23,OUT049,1845.611123
FDW59,OUT049,1654.198236
FDQ59,OUT049,1724.093618
FDU47,OUT049,2553.183002
FDX59,OUT049,910.4716597
FDV59,OUT049,3723.50688
FDP11,OUT049,3783.148281
FDT35,OUT049,3021.439167
DRL59,OUT049,1229.378771
DRM11,OUT049,4423.015738
DRI59,OUT049,3863.819979
DRJ47,OUT049,3056.429976
DRJ23,OUT049,3338.87731
DRJ35,OUT049,1312.428516
DRG11,OUT049,2005.847762
DRK59,OUT049,4012.397957
DRM47,OUT049,3347.584305
DRM35,OUT049,3145.815631
FDF33,OUT049,2021.780722
FDK45,OUT049,2144.883316
FDJ57,OUT049,3276.976153
DRG49,OUT049,4178.087598
DRC36,OUT049,3111.377149
DRC24,OUT049,2748.576988
DRI49,OUT049,1646.635099
DRF48,OUT049,3287.827585
DRN36,OUT049,1898.004231
DRH13,OUT049,2010.524104
DRE01,OUT049,4120.8851
DRA12,OUT049,2567.889075
DRI13,OUT049,3748.54408
DRC13,OUT049,2340.085663
DRJ49,OUT049,2356.790546
DRK37,OUT049,3296.575315
DRH49,OUT049,1649.583919
DRM37,OUT049,3435.339266
DRH01,OUT049,3120.034993
DRJ37,OUT049,2713.479323
DRD49,OUT049,4046.010136
DRB25,OUT049,2027.210164
DRC25,OUT049,1693.367612
DRH25,OUT049,1207.684165
DRE48,OUT049,3457.920142
DRC01,OUT049,1136.519523
DRJ13,OUT049,2875.068094
DRG25,OUT049,3287.609623
DRH36,OUT049,1527.434489
DRF37,OUT049,4462.699047
DRC49,OUT049,2574.053379
DRI01,OUT049,3051.200183
DRG01,OUT049,1569.447274
DRG13,OUT049,2956.161226
DRJ01,OUT049,2876.241904
DRG36,OUT049,3032.769003
NCF19,OUT049,1156.17895
NCE06,OUT049,2871.797769
NCR42,OUT049,882.2279348
NCF18,OUT049,3346.439285
NCD43,OUT049,1970.100895
NCW42,OUT049,3844.404577
NCX06,OUT049,3182.56678
NCG06,OUT049,4370.183468
NCO06,OUT049,893.9026647
NCY06,OUT049,2395.100604
NCH54,OUT049,2853.963889
NCP14,OUT049,1975.622165
NCN18,OUT049,2090.640636
NCG54,OUT049,3009.63956
NCC55,OUT049,964.6984787
NCU18,OUT049,2577.246644
NCY30,OUT049,3177.320658
NCI30,OUT049,4243.098855
NCQ18,OUT049,1902.04473
NCL54,OUT049,3109.980588
NCC19,OUT049,3357.648623
NCE42,OUT049,4005.034969
NCM54,OUT049,2331.536853
NCA18,OUT049,2187.819643
NCT06,OUT049,2968.60323
NCR54,OUT049,3413.000742
NCO18,OUT049,3126.10116
NCV18,OUT049,1655.639741
NCA42,OUT049,2797.692503
NCH42,OUT049,3951.620342
NCN30,OUT049,1851.634225
NCP02,OUT049,1291.982628
NCA29,OUT049,3052.820963
NCN26,OUT049,2174.376057
NCF54,OUT049,3076.984046
NCJ06,OUT049,2257.611108
NCG18,OUT049,1971.934599
NCA54,OUT049,3162.134083
NCK30,OUT049,4348.452012
NCE43,OUT049,3001.703946
NCN54,OUT049,1614.694487
NCE18,OUT049,4231.120655
NCI43,OUT049,1165.030886
NCT18,OUT049,3213.463231
NCS38,OUT049,2165.516862
NCF42,OUT049,3136.603587
NCB55,OUT049,1283.822583
NCJ43,OUT049,3041.967256
NCW30,OUT049,4407.590725
NCH43,OUT049,3736.307239
NCE55,OUT049,3111.979828
NCJ54,OUT049,3976.117429
NCD30,OUT049,1890.281587
NCX42,OUT049,2903.411692
NCU30,OUT049,2908.032032
NCO14,OUT049,1079.18392
NCF55,OUT049,915.8456905
NCQ54,OUT049,2991.039937
NCB43,OUT049,3293.532284
NCW06,OUT049,3386.370483
NCN06,OUT049,2928.431656
NCN42,OUT049,2673.438791
NCK06,OUT049,2227.154964
NCG07,OUT049,3304.147837
NCX30,OUT049,4228.296177
NCG43,OUT049,1827.279179
NCH06,OUT049,4230.89191
NCE07,OUT049,2549.61601
NCV30,OUT049,1360.046032
NCK42,OUT049,3721.882454
NCD18,OUT049,3944.085457
NCV06,OUT049,3367.151507
NCE54,OUT049,1572.006834
FDT04,OUT049,971.6118676
FDN40,OUT049,2756.448201
FDV40,OUT049,1552.800765
FDG28,OUT049,4178.638607
FDW40,OUT049,2606.110201
FDC53,OUT049,1915.312795
FDH52,OUT049,1348.763812
FDH40,OUT049,1679.544202
FDP52,OUT049,3953.105087
FDS52,OUT049,1922.949532
FDN52,OUT049,1758.581522
FDI40,OUT049,1993.067845
FDJ40,OUT049,2125.68912
FDV28,OUT049,964.5024352
FDC28,OUT049,2056.298525
FDW04,OUT049,2385.102599
FDI04,OUT049,3489.703254
FDM40,OUT049,2553.149039
FDK28,OUT049,4385.652299
FDM16,OUT049,1546.60346
FDY16,OUT049,3288.282721
FDJ41,OUT049,4420.624553
FDQ28,OUT049,2781.302449
FDK16,OUT049,1830.290829
FDU40,OUT049,3405.29889
FDU52,OUT049,2760.99321
FDH53,OUT049,1677.179307
FDX28,OUT049,1906.681091
FDU28,OUT049,3321.055456
FDY28,OUT049,3720.015767
FDJ28,OUT049,3358.725697
FDG04,OUT049,3282.38703
FDR52,OUT049,3365.585134
FDG40,OUT049,907.6746321
FDA16,OUT049,3772.681842
FDO04,OUT049,1235.390522
FDK41,OUT049,1718.948912
FDF28,OUT049,2369.439573
FDX16,OUT049,2677.902485
FDZ28,OUT049,2390.410061
FDB41,OUT049,1158.757244
FDL52,OUT049,1003.339061
FDA28,OUT049,2367.673663
FDE05,OUT049,2632.576592
FDI41,OUT049,2674.040103
FDX40,OUT049,969.0190881
FDE53,OUT049,1997.475916
FDL28,OUT049,3983.79919
FDZ16,OUT049,3451.549212
FDI16,OUT049,1203.920165
FDM52,OUT049,2698.502012
FDK04,OUT049,1220.406709
FDS04,OUT049,2591.868875
FDH04,OUT049,1803.306888
FDY40,OUT049,1168.369947
FDX52,OUT049,3426.758455
FDH41,OUT049,3715.591894
FDD16,OUT049,1549.636859
FDW28,OUT049,3421.478332
FDL40,OUT049,1892.569506
FDN04,OUT049,3187.568209
FDT40,OUT049,2312.154224
FDR03,OUT049,3647.209268
FDM03,OUT049,2048.946435
FDN39,OUT049,3044.558226
FDP27,OUT049,3283.896443
FDL03,OUT049,3468.639722
FDH19,OUT049,3115.455418
FDJ07,OUT049,2143.41282
FDO51,OUT049,1088.584542
FDV39,OUT049,3430.133079
FDY03,OUT049,2175.140607
FDV51,OUT049,2989.709097
FDU03,OUT049,3228.66791
FDW39,OUT049,3113.265954
FDQ51,OUT049,1129.256056
FDP51,OUT049,2272.635728
FDT51,OUT049,2114.921681
FDK55,OUT049,1771.398737
FDP15,OUT049,4349.584764
FDS03,OUT049,1395.795075
FDU51,OUT049,3170.891856
FDO03,OUT049,3956.351737
FDS39,OUT049,2570.608526
FDT27,OUT049,4034.956263
FDI19,OUT049,4146.275441
FDZ39,OUT049,2028.672081
FDM15,OUT049,2770.125776
FDN03,OUT049,4264.127409
FDW15,OUT049,2688.181793
FDN51,OUT049,4452.800655
FDT03,OUT049,3279.193368
FDU39,OUT049,1310.096564
FDS49,OUT049,1599.311054
FDG02,OUT049,3291.522943
FDR49,OUT049,1135.62968
FDZ25,OUT049,3057.989037
FDX13,OUT049,4228.8185
FDM14,OUT049,2056.012854
FDC50,OUT049,1838.103203
FDF50,OUT049,3396.394228
FDI02,OUT049,2148.853613
FDB14,OUT049,1868.057603
FDE02,OUT049,1816.256312
FDU01,OUT049,3313.146794
FDG14,OUT049,2742.951149
FDZ37,OUT049,1735.280973
FDY25,OUT049,3185.100412
FDT13,OUT049,3321.927116
FDU37,OUT049,1652.492878
FDE38,OUT049,2960.572687
FDK50,OUT049,2890.739812
FDB02,OUT049,3128.434378
FDH50,OUT049,3282.3581
FDN02,OUT049,3574.488308
FDA25,OUT049,2007.389956
FDL38,OUT049,1797.012683
FDB38,OUT049,2921.867784
FDY37,OUT049,2608.467451
FDF38,OUT049,1004.038535
FDM38,OUT049,1234.993928
FDA37,OUT049,2327.491367
FDW37,OUT049,1807.008388
FDJ26,OUT049,3740.91254
FDE50,OUT049,3303.646155
FDF26,OUT049,2749.164532
FDN38,OUT049,4250.63969
FDZ13,OUT049,1197.794472
FDJ14,OUT049,1629.34966
FDW01,OUT049,2766.110085
FDR01,OUT049,3508.040743
FDX25,OUT049,3184.693592
FDB26,OUT049,1220.627138
FDX49,OUT049,3994.721596
FDS25,OUT049,2078.961474
FDH02,OUT049,1782.09854
FDS13,OUT049,4488.198115
FDD26,OUT049,3263.826483
FDT37,OUT049,4318.400228
FDC02,OUT049,4419.472042
FDR25,OUT049,4548.204137
FDK14,OUT049,1651.366836
FDM02,OUT049,1741.509748
FDA01,OUT049,1331.834525
FDM50,OUT049,1342.055134
FDB35,OUT049,1866.899459
FDA22,OUT049,2951.25593
FDB23,OUT049,3917.287127
FDC11,OUT049,1768.029322
FDD35,OUT049,2225.802626
FDZ34,OUT049,3383.866209
FDC23,OUT049,3121.976538
FDD59,OUT049,1635.103252
FDG47,OUT049,4474.934472
FDE23,OUT049,1116.253971
FDC35,OUT049,3602.505832
FDD11,OUT049,4331.879825
FDG59,OUT049,961.711455
FDM25,OUT049,3131.67756
FDQ49,OUT049,2845.86752
FDP37,OUT049,2390.704634
FDP01,OUT049,2814.512117
FDM01,OUT049,1982.495271
FDM13,OUT049,2418.798227
FDQ37,OUT049,3397.544357
FDW58,OUT017,1342.866045
FDQ58,OUT017,2099.501985
FDN33,OUT017,1217.62876
FDX22,OUT017,3003.25306
FDV21,OUT017,1654.057296
FDU58,OUT017,2619.363512
FDN57,OUT017,1895.742347
FDM22,OUT017,538.7413413
FDQ22,OUT017,294.5047639
FDC22,OUT017,2702.119796
FDV45,OUT017,2649.26034
FDR09,OUT017,3705.679283
FDV34,OUT017,849.0617823
FDJ10,OUT017,1898.793629
FDO09,OUT017,3846.513948
FDX09,OUT017,2449.334314
FDC47,OUT017,3237.271318
FDK33,OUT017,3025.75664
FDA45,OUT017,2431.850006
FDA58,OUT017,3374.792466
FDZ10,OUT017,1661.808206
FDP58,OUT017,3084.284939
FDJ46,OUT017,2395.855356
FDN45,OUT017,3183.457549
FDL57,OUT017,3738.738516
FDP09,OUT017,3007.030352
FDD22,OUT017,1461.219818
FDM46,OUT017,1152.231024
FDT45,OUT017,566.0466348
FDU09,OUT017,566.2542789
FDQ45,OUT017,2556.733142
FDU45,OUT017,1495.191588
FDN09,OUT017,3493.394083
FDL09,OUT017,2381.31172
FDB47,OUT017,2956.958873
FDM09,OUT017,2350.926061
FDP46,OUT017,1081.778575
FDS21,OUT017,693.2902216
FDV58,OUT017,2788.207733
FDB10,OUT017,3355.36218
FDZ45,OUT017,2796.605253
FDN21,OUT017,2230.403307
FDV33,OUT017,3768.989218
FDU57,OUT017,2060.578711
FDH46,OUT017,1319.717346
FDE22,OUT017,2203.259769
FDO58,OUT017,2240.737443
FDM34,OUT017,1724.184202
FDF58,OUT017,662.4109787
FDS22,OUT017,449.754423
FDA21,OUT017,2604.442644
FDA57,OUT017,334.1364704
FDD58,OUT017,1237.805333
FDG46,OUT017,1485.063538
FDF10,OUT017,1999.392285
FDK46,OUT017,3725.611831
FDS58,OUT017,2208.466637
FDM10,OUT017,3018.311621
FDH22,OUT017,1686.679285
FDK57,OUT017,1570.148216
FDU33,OUT017,427.0504507
FDW22,OUT017,3144.783864
FDI10,OUT017,2389.777447
FDK21,OUT017,3566.435343
FDT22,OUT017,629.4055216
FDL21,OUT017,380.9555954
FDO33,OUT017,1485.228378
FDC34,OUT017,2176.747479
FDQ57,OUT017,1971.210264
FDB59,OUT017,2779.01594
FDQ10,OUT017,2370.641166
FDX21,OUT017,1367.039771
FDR58,OUT017,1101.617725
FDT33,OUT017,2311.809317
FDY34,OUT017,2327.892694
FDB22,OUT017,2100.466555
FDB46,OUT017,3048.884772
FDG10,OUT017,608.4149246
FDO57,OUT017,2219.969934
FDY21,OUT017,2778.584215
FDI21,OUT017,704.9177932
FDD46,OUT017,2055.890288
FDX46,OUT017,632.8225822
FDR57,OUT017,2146.02034
FDP34,OUT017,2141.191549
FDK58,OUT017,1333.249931
FDN58,OUT017,3365.984908
FDL33,OUT017,2718.960512
FDK22,OUT017,3026.207931
FDQ09,OUT017,1466.672218
FDX34,OUT017,1587.524766
FDW14,OUT017,1073.110203
FDE52,OUT017,1090.465101
FDL51,OUT017,3081.479088
FDA14,OUT017,1976.618817
FDY27,OUT017,2439.739094
FDB03,OUT017,3467.483286
FDX02,OUT017,3191.474932
FDA03,OUT017,1999.716137
FDJ03,OUT017,480.0918314
FDU14,OUT017,3591.616291
DRH03,OUT017,1139.705453
FDW02,OUT017,1664.200872
FDD51,OUT017,374.7633429
FDT50,OUT017,1218.171382
DRH15,OUT017,373.8921634
FDV02,OUT017,2372.874207
FDA51,OUT017,1490.703796
FDY26,OUT017,3008.869975
FDF39,OUT017,3791.042634
DRD15,OUT017,3299.933124
FDX27,OUT017,1220.880412
FDA38,OUT017,3417.684574
DRF15,OUT017,2070.785726
DRG39,OUT017,522.7758651
DRG27,OUT017,308.4907708
FDY14,OUT017,3809.429029
DRJ39,OUT017,3098.145506
FDA02,OUT017,2002.099738
FDT38,OUT017,1047.217725
FDA26,OUT017,3139.007482
FDD40,OUT017,2747.177322
FDB16,OUT017,1049.234024
DRG03,OUT017,2066.745233
FDE39,OUT017,1541.609814
FDQ14,OUT017,2026.233633
FDM39,OUT017,2461.028226
DRF51,OUT017,269.2656464
FDT14,OUT017,1590.897139
FDB52,OUT017,3690.856294
FDV26,OUT017,2791.628994
FDX38,OUT017,460.1516218
FDV14,OUT017,1050.107473
FDZ03,OUT017,2613.753883
FDB27,OUT017,2717.727877
FDC04,OUT017,3455.252955
DRH51,OUT017,1051.544571
DRF03,OUT017,316.1661892
DRE27,OUT017,1185.081767
FDT26,OUT017,1572.488611
FDD52,OUT017,1430.138584
FDB40,OUT017,1996.042299
NCL19,OUT017,1899.025501
NCN07,OUT017,1733.089486
NCO07,OUT017,2972.584142
NCM43,OUT017,2261.660259
NCO55,OUT017,1366.486875
NCK31,OUT017,500.3764466
NCM55,OUT017,2605.103469
NCP43,OUT017,2477.290483
NCL07,OUT017,293.6613275
NCN43,OUT017,1585.242531
NCM19,OUT017,1431.784263
NCK19,OUT017,2694.573522
NCJ19,OUT017,574.0432579
NCI31,OUT017,258.1291847
FDH56,OUT017,1519.586732
FDT44,OUT017,1542.888945
FDQ56,OUT017,975.8546985
FDE21,OUT017,1527.105708
FDU31,OUT017,3121.741697
FDY19,OUT017,1544.913552
FDS31,OUT017,2540.110662
FDJ20,OUT017,1645.013794
FDR07,OUT017,1218.596488
FDV56,OUT017,1394.938483
FDH08,OUT017,3226.009531
FDF32,OUT017,2765.680043
FDQ07,OUT017,3191.967209
FDZ56,OUT017,2324.627556
FDA56,OUT017,1595.442413
FDU43,OUT017,3424.712964
FDU07,OUT017,2017.004306
FDR31,OUT017,1988.518811
FDM32,OUT017,1129.44254
FDK56,OUT017,2615.673934
FDW20,OUT017,1653.015904
FDN31,OUT017,2660.849555
FDB45,OUT017,1323.436129
FDZ43,OUT017,3470.572413
FDU08,OUT017,1227.678029
FDP20,OUT017,1698.132461
FDE09,OUT017,1384.641053
FDH45,OUT017,391.7540921
FDE45,OUT017,2451.7128
FDQ55,OUT017,1489.471846
FDV08,OUT017,315.389745
FDS08,OUT017,2443.439475
FDQ19,OUT017,3489.222386
FDX07,OUT017,2591.292318
FDF20,OUT017,2726.183523
FDP07,OUT017,2755.141236
FDT56,OUT017,650.5272459
FDQ32,OUT017,1638.968031
FDV31,OUT017,2428.774884
FDX08,OUT017,2529.867727
FDD33,OUT017,3320.601981
FDP19,OUT017,1695.373283
FDC57,OUT017,2745.146362
FDW08,OUT017,1349.85721
FDU32,OUT017,1560.385474
FDT20,OUT017,271.9411244
FDO56,OUT017,1530.230352
FDF08,OUT017,1070.152707
FDL44,OUT017,2239.476258
FDB56,OUT017,2643.033654
FDD20,OUT017,1662.793544
FDD45,OUT017,1145.536921
FDY43,OUT017,2298.36995
FDZ31,OUT017,2688.00398
FDK08,OUT017,1272.266622
FDV55,OUT017,1970.684012
FDA19,OUT017,1706.091595
FDZ07,OUT017,664.0624985
FDC32,OUT017,1152.255684
FDF09,OUT017,270.1232576
FDW55,OUT017,3569.570533
FDO44,OUT017,1403.622723
FDU56,OUT017,2577.085206
FDT19,OUT017,2400.74628
FDN32,OUT017,2541.203652
FDY32,OUT017,2215.832882
FDY44,OUT017,2774.8927
FDG44,OUT017,533.0169797
FDC56,OUT017,1539.536427
FDX56,OUT017,2979.140004
FDH32,OUT017,1171.451969
FDQ31,OUT017,1047.432114
FDA07,OUT017,1621.285389
FDA55,OUT017,3228.453516
FDC33,OUT017,2805.270051
FDI32,OUT017,1483.693037
FDJ32,OUT017,671.9292307
FDC45,OUT017,2331.857289
FDZ32,OUT017,1325.085448
FDW32,OUT017,1071.021833
FDU55,OUT017,3723.035166
FDR32,OUT017,3277.153457
FDF44,OUT017,1750.729267
FDY55,OUT017,3691.148802
FDL56,OUT017,1024.838904
FDP44,OUT017,1359.669252
FDI20,OUT017,3015.507272
FDR43,OUT017,249.5027264
FDA36,OUT017,2578.786746
